AVERAGEPRICE,TOTAL VOLUME,4046,4225,4770,TOTAL BAGS,TYPE,REGION
1.02,169025.14,50.97410361559233,18.61537875371675,15.79837768511832,14.612139945572592,1,10.0
1.68,7138.01,51.91811163055249,38.088486847174494,0.0,9.993401522273015,0,21.0
1.48,231427.69,20.49021445964396,37.07901159105032,3.371294938820847,39.05947901048487,1,7.0
1.11,144323.7,62.48575251327397,7.08570387261413,0.14748097505815053,30.281062639053737,1,48.0
1.2,4561749.66,2.4704001402830156,65.4563277810383,1.245729911448056,30.827542167230632,1,29.0
1.36,3526205.21,9.105171165009992,64.07902505481239,0.6049511792310012,26.21085260094661,1,29.0
1.6,807370.03,10.840962228929898,63.751468456167494,15.201110449938302,10.20645886496431,1,8.0
1.45,7100.18,5.331977499161993,74.9178189848708,0.0,19.7502035159672,0,26.0
0.95,560691.13,53.20529861066288,18.86417928530455,0.014196764625115434,27.916325339407454,1,50.0
1.6,19144.32,9.569992561762444,24.822140457326245,9.998213569351117,55.60965341156019,0,53.0
1.09,121483.27,49.842632652216224,2.7042242112844015,7.986194313011165,39.4669488234882,1,3.0
1.14,591638.12,17.562845680058615,26.842697356958677,0.4003122719678712,55.194144691014834,1,43.0
1.7,74965.16,8.532403585879093,51.813202292905125,5.499261256829172,34.1551328643866,0,25.0
1.59,3424954.07,7.732063980641938,64.77092348277826,0.20070196153024614,27.296310575049553,1,29.0
1.42,107013.58,1.8609320424566675,75.3062274900064,2.636319614762911,20.196520852774015,1,14.0
1.16,34290.67,32.01850532520945,4.29647481370297,0.05774165392510558,63.627278207162476,0,12.0
1.91,129046.19,3.147322675702398,40.36892526621669,1.248165482452446,55.23558657562846,0,25.0
1.63,3752.94,0.0,6.205001945141675,0.0,93.79499805485833,0,49.0
0.76,8055482.07,37.3570604943324,28.500543977996834,1.84142883952816,32.3009666881426,1,6.0
1.62,560830.54,19.436562780621752,43.54666027994838,1.1021386246191227,35.914638314810745,0,51.0
1.8,76466.85,4.328960850355415,16.680731584994017,9.987975181402135,69.00233238324842,0,29.0
1.49,3031.31,37.222520956286225,0.5294740557712672,0.0,62.24800498794251,0,50.0
1.41,333689.71,46.69066960440584,19.748652123555143,0.536057884434015,33.024620387605,1,44.0
1.64,5604.81,45.29984067256517,2.8525498634208826,0.0,51.84760946401394,0,31.0
0.74,967144.19,70.05945618098579,17.211089279252146,1.5576798326214418,11.171774707140617,1,53.0
1.5,7892.34,8.80714718321816,46.13333941517978,0.0,45.05951340160206,0,10.0
1.45,2625.6,44.67969226081657,50.49588665447897,0.0,4.824421084704449,0,14.0
0.99,180970.46,72.96187455123892,7.400384571050989,0.3564670167716875,19.281273860938413,1,20.0
1.32,66895.5,25.77717484733652,31.302524086074545,0.7997398928179026,42.12056117377102,1,47.0
1.4,1161.01,29.73876194003497,11.750114124770674,0.0,58.51112393519436,0,34.0
0.97,190921.36,62.73951222639521,6.712585747346448,0.4740328688209638,30.07386915743739,1,26.0
1.43,446970.37,13.121317191562385,29.131414236697612,0.11830090661266875,57.62896766512733,1,43.0
0.98,158792.02,4.818164036202827,68.74823432562923,5.324845669196727,21.108755968971234,1,19.0
1.62,1308.88,0.8564574292524907,68.1216001466903,0.0,31.021942424057208,0,3.0
1.49,6094.84,17.61900230358795,1.878638323565508,0.0,80.50235937284653,0,34.0
1.41,9383.7,11.471807495977066,29.30517812803052,2.923899954175858,56.29911442181654,0,44.0
0.85,1199422.0,48.00362174447359,21.543710220422838,0.43495950549514684,30.017791903099994,1,11.0
1.8,225597.13,13.26606858872717,38.159222149678946,0.09124229550260679,48.48346696609128,0,29.0
1.23,75593.36,2.137872956037408,49.511451799470215,0.41653129322469595,47.93414395126768,1,23.0
0.94,159318.32,61.3703496245755,12.617958813525023,3.1725541670286255,22.839137394870846,1,26.0
1.23,243265.56,69.4248006170705,8.138151573942483,0.07137467383381355,22.365673135153205,1,31.0
2.18,10080.77,1.422212787316842,35.92324792649767,1.0666843901805119,61.58785489600497,0,37.0
1.7,26266.81,7.541570521886746,12.053119507088983,0.014200430124556426,80.3911095408997,0,32.0
1.03,5617752.22,47.81633783057808,33.960810040852955,2.1941482139630573,16.028703914605906,1,52.0
0.65,1122062.47,56.530411359360414,6.676918799360609,1.485029616933895,35.307640224345086,1,53.0
1.83,135524.9,29.16666236241458,35.46283376707897,0.03770524826065173,35.332798622245804,0,52.0
1.49,24811.57,26.800319367133962,1.8195543450092035,0.0,71.38012628785683,0,11.0
1.02,137298.77,48.498315024963446,24.57646925751775,13.494476316138885,13.430739401379926,1,10.0
0.97,159463.52,2.7579223135172235,64.03838946989255,7.614362206478321,25.589326010111908,1,19.0
1.38,28687.98,60.57449844847912,34.57925584164518,0.11886511354232679,4.7273805963333775,0,36.0
1.31,496302.98,35.27376361915054,44.90639367105956,2.7903882422789406,17.029454467510956,1,43.0
1.4,7833.25,14.854881434908881,0.9232438642964287,0.0,84.2218747007947,0,31.0
1.2,997274.92,57.138531068243445,16.748205199023754,0.13646989137157886,25.97679384136121,1,11.0
2.08,3984.77,3.7457619887722506,69.49610642521401,0.17014783789277677,26.58798374812097,0,17.0
1.44,87217.2,3.5071866558431135,47.21252230064712,0.2420738111289975,49.038217232380774,1,23.0
1.41,2274.19,32.922491084737864,7.978664931250247,0.0,59.098843984011886,0,34.0
1.15,251772.19,14.792142055085591,50.770241939747194,0.08556147523680037,34.352054529930406,1,16.0
0.98,144354.95,54.83624219328814,13.741198344774459,0.9022620976973771,30.52029736424002,1,10.0
1.71,18703.01,6.072498490884623,65.08455056164757,0.008554772734442212,28.834396174733374,0,41.0
0.85,45324.18,26.841125421353457,4.34904724145037,0.05074554023922771,68.75908179695695,0,12.0
1.09,752336.04,5.213134545568228,64.27474217505251,16.726382003446226,13.785741275933026,1,8.0
0.93,360419.86,54.05069520863807,12.310059717574942,0.08898510753541718,33.55025996625158,1,27.0
1.92,3151.22,2.510456267731228,7.074402929658991,0.4848915658062592,89.93024923680353,0,16.0
0.72,1211158.55,59.95714516485062,30.418914187576846,1.1613665279413665,8.462574119631158,1,11.0
2.06,2988.47,5.558697259801839,44.908933333779494,0.1201283599969215,49.41224104642175,0,20.0
1.93,17328.24,13.603112606935266,73.24581146152175,0.05465067427505621,13.096425257267905,0,28.0
1.44,845011.63,13.031831289706627,41.12236656435132,1.233509650038781,44.61229249590328,0,51.0
0.76,938880.6,70.39890695366377,17.412395143748842,1.654101703667112,10.534596198920289,1,53.0
1.69,36802.17,41.66409209022186,20.503247498720864,1.247317753273788,36.5853426577835,0,46.0
1.49,101147.78,3.63504765008189,41.67447866873598,1.5088912480333232,53.1815824331488,0,25.0
1.04,200821.29,33.49630410202026,45.50396524193226,5.655476070291153,15.34425458575632,1,38.0
1.43,36082.44,36.828911791996326,15.236247881240844,0.052490906934231724,47.882349419828586,0,12.0
1.32,155635.24,1.3289599450612857,50.61836895037397,0.027590152461614736,48.02508095210314,1,5.0
1.36,64839.58,1.1474781298706747,53.95719713175193,0.06867718760670566,44.82664755077069,1,49.0
0.83,427575.05,39.84317139178257,33.90985980122087,2.0317976925922125,24.21517111440436,1,21.0
1.4,250639.48,38.83551785217556,20.0838191971991,0.06668941381461532,41.013973536810724,1,31.0
1.57,3334.38,0.4276657129661286,4.778099676701515,0.0,94.79423461033237,0,5.0
2.22,15955.26,14.112838023322716,41.5663549199449,0.0485106478991881,44.2722964088332,0,32.0
0.94,461607.33,52.89176408875483,35.80951151707231,3.3151011705121753,7.983623223660681,1,41.0
1.07,3336314.35,14.28887598676066,48.90007741626625,7.848886301735926,28.962160295237165,1,15.0
1.5,5756.97,2.564890906153758,26.29091344926237,0.0,71.14419564458386,0,39.0
2.01,9854.3,1.9696985072506417,30.04698456511371,3.3593456663588492,64.62397126127681,0,37.0
1.25,48313.72,0.9257618746807325,23.830456441772647,0.002732143167613672,75.241049540379,0,43.0
1.08,2626121.0,46.66833706443839,15.746304149732628,2.7630866970714605,34.82223400978096,1,22.0
1.31,3999.51,12.493780488109794,62.06435288322819,0.05400661581043678,25.387860012851572,0,10.0
1.45,59406.24,15.37670116809278,76.27550573811776,0.0052856400270409306,8.342507453762433,0,36.0
2.16,8839.2,41.67345461127703,36.10858448728391,0.0,22.217960901439042,0,33.0
0.92,1150789.41,49.918546782595094,19.841678070360416,0.15622754123189228,30.083547605812612,1,11.0
1.17,280729.03,1.6066988155802768,76.22411547533933,0.06127973298664551,22.107905976093743,1,17.0
0.77,754672.44,68.26143140989753,13.270485934268383,2.1447477265765795,16.32333492925752,1,53.0
1.78,266345.33,35.11178889451525,51.698049295626845,0.5445073882091344,12.645654421648766,1,40.0
1.3,3078051.63,17.937758893277564,43.905959433175596,5.09714744453458,33.059134229012265,1,15.0
0.94,255732.97,29.606761302619685,9.201969538773199,0.17190978542970034,61.019359373177416,1,48.0
1.18,715349.6,52.873840986281394,17.588572077205328,1.454472051148138,28.083114885365145,1,33.0
1.43,7345.74,7.706779711778528,2.8815340591962144,0.16009278847331923,89.25159344055193,0,34.0
0.92,101162.98,1.9687340171276095,74.226915814461,0.2806164863866209,23.52373368202479,1,23.0
1.23,2237.49,0.11307313105309968,41.504096107692106,0.0,58.3828307612548,0,23.0
2.12,1815.62,20.286183232174135,66.0259305361254,0.0,13.687886231700466,0,47.0
1.67,56310.43,8.040659607820434,32.993745563654905,10.03291930109573,48.932675527428934,0,35.0
0.79,6153608.75,56.2273992476366,28.262008045279117,1.576354200289383,13.934238506794896,1,45.0
1.69,17096.49,32.71654006173197,56.61805434916758,0.0,10.665405589100452,0,33.0
1.15,1364272.64,1.1848936587924246,74.19470935076437,0.12240881705287295,24.49798817339033,1,28.0
1.41,10187.56,30.06127080478545,47.95584026008191,0.0,21.982888935132653,0,21.0
1.8,5052.41,0.6486013605388321,64.97255765070531,7.782226699733395,26.59661428902247,0,38.0
1.08,434238.52,28.1786885235331,52.95019658781077,3.556602947154481,15.31451194150164,1,40.0
1.32,301447.98,64.06172302100018,9.48514234528956,0.0832813674850301,26.369853266225242,1,27.0
1.37,115630.87,8.395162987184996,46.80340985067396,0.05025474598608486,44.75117241615496,1,5.0
0.73,869835.55,11.527849143438665,30.983655473727183,1.5216462468106757,55.96684913602347,1,36.0
1.39,4836.08,31.564614315726786,1.3010537460091645,0.0,67.13433193826404,0,24.0
1.17,336050.16,43.113513173152484,22.98540789267888,4.2175013396809575,29.683577594487687,1,44.0
1.45,8573.19,1.5398002377178155,19.17955860070755,0.0,78.96722223583053,0,19.0
0.95,3850645.65,18.474754227255367,55.68810103313453,2.460603197803984,23.376541541806116,1,25.0
1.59,35004.7,15.097486908900807,14.292852102717637,0.7409576428308199,69.86870334555076,0,43.0
0.95,317032.31,45.93123647239614,29.325392733630213,3.0522693412542083,21.69110145271944,1,44.0
1.14,773947.25,52.28598073059888,16.42314511744825,1.6216815810121423,29.669192570940716,1,33.0
1.7,43160.92,11.621601207759241,29.93279568646822,2.0300077014113693,56.41559540436118,0,35.0
0.99,152148.72,27.374788299237746,34.58812535524453,0.09528834682276656,37.94179799869496,1,39.0
1.19,65332.74,1.8672108348739087,59.21143059360436,1.469140893218316,37.452217678303406,1,34.0
1.37,1335298.0,3.524531602683446,48.982698993033765,0.053171651571409524,47.43959775271138,1,28.0
1.37,332804.42,38.737111724657986,23.085847237245225,0.7369493470068698,37.44009169108992,1,44.0
1.15,277853.94,52.00954861392284,18.88308655979469,0.04278506901863619,29.064579757263836,1,31.0
1.55,187617.54,11.798038712158787,51.90673537239642,0.014897327829796721,36.28032858761499,0,6.0
1.55,3447.03,0.8624816146073575,5.140077109859792,0.0,93.99744127553285,0,5.0
0.71,916367.42,66.70581872061754,22.39071637880797,1.5394872942994853,9.363977606275002,1,53.0
0.77,7486622.03,35.97608292774999,23.758608126233934,2.077167638179805,38.18814130783626,1,52.0
0.94,911367.38,48.03886441491904,20.740959589754024,1.657512692631154,29.562663302695775,1,33.0
1.48,1721917.04,0.909001980722602,67.92432404292835,11.994627801580963,19.17204617476809,1,28.0
1.12,412213.0,51.20580864747109,6.737536176685355,0.21906150461048052,41.83759367123307,1,1.0
1.58,5023.31,5.362201416993974,28.905840969400654,0.37704222912780616,65.35491538447756,0,47.0
1.64,5820.91,22.84367908110588,11.654191526754408,0.0,65.50212939213972,0,48.0
2.08,4818.73,32.422650781429965,2.2368964436687677,0.0,65.34045277490127,0,31.0
2.03,14817.97,11.772462759743744,73.56898414560159,0.41118992682533434,14.247363167829333,0,28.0
0.93,4880.21,0.1385186293212792,26.20440513830347,0.0,73.65707623237525,0,23.0
1.23,3886.59,2.474920174240143,44.86040462204657,0.0,52.66467520371327,0,47.0
1.15,3501344.46,21.898179649539536,49.218544752948986,7.832983390614472,21.050292206897005,1,15.0
1.45,22178.66,78.48819540946117,0.10253099150264262,0.0,21.40927359903619,0,18.0
1.55,32492.15,2.9103337267616944,87.8757176733457,0.0,9.21394859989259,0,8.0
1.19,405555.56,3.6812933843145936,72.59524194416173,0.19763753208068457,23.525827139442992,1,32.0
0.67,1197277.61,53.86485261342187,22.683133613431558,1.4549106952730868,21.997103077873476,1,33.0
1.13,264118.86,1.088615936022138,82.34071205668539,0.008946729514128601,16.561725277778347,1,30.0
1.17,183857.14,20.91136629232892,4.941613907406587,0.0,74.14701980026447,0,45.0
2.07,388099.41,21.549893621327588,36.2957727763616,0.18390906597873985,41.970424536332075,1,43.0
1.61,120265.74,59.954455857503554,7.372831198643935,0.06743400073869747,32.60527894311381,1,48.0
1.26,119972.41,1.0023304524765317,83.86383169263667,0.04269314919988687,15.091144705686915,1,0.0
1.13,421430.94,24.71319500177182,40.88500004294891,10.732370527897169,23.669434427382104,1,36.0
0.85,310345.06,1.4959928796675546,56.12208552634929,7.652839713317815,34.72908188066535,1,9.0
1.85,1082.52,2.123748291024646,66.77567158112552,0.0,31.100580127849835,0,14.0
2.03,3185.1,11.507331010015385,8.379014787604785,0.0,80.11365420237982,0,0.0
0.9,225485.9,1.3736867804150947,58.30399594830542,7.180568718487498,33.141748552791995,1,9.0
1.72,1154893.52,2.4634253727564426,62.086735061081654,1.7475593767293802,33.70228018943253,1,28.0
1.75,779183.52,8.48980866535781,61.31774450260446,0.8987523247411598,29.293694507296564,1,2.0
1.54,86288.07,4.009569341393312,75.01207293198236,0.0,20.978357726624317,0,15.0
1.35,243576.96,31.24469161615286,19.100197325724075,2.1872060477312796,47.46790501039179,1,13.0
1.45,49979.08,31.330668751805757,19.883499256088747,0.795993043489396,47.989838948616104,0,46.0
1.32,89631.3,0.9489765294043486,61.809814205528646,4.883550723910062,32.35765854115694,1,0.0
1.04,409227.87,0.6980340806211464,71.152157843013,12.370838770096475,15.778969306269392,1,30.0
1.27,3147519.14,21.39231407501465,41.92260606872751,0.8679235545490599,35.81715630170878,1,25.0
1.37,356716.07,3.4053498066403343,64.90449392986416,0.2061555567148965,31.484000706780606,1,32.0
1.05,340564.79,44.11703276783251,28.691615477924188,1.889628695908347,25.30172305833495,1,44.0
1.06,163084.68,40.96489627351876,19.829103506227565,0.8186667196452788,38.38733350060839,1,10.0
0.77,5698454.09,61.91489207909018,16.326402657742566,5.916690293103686,15.842014970063573,1,45.0
1.07,240911.84,12.515059450793286,58.76328867854731,0.061507977358024414,28.66014389330138,1,16.0
1.19,74839.74,47.090062044576854,32.67473938311383,4.261719776151013,15.973478796158297,1,47.0
0.88,1132112.24,54.14553595851945,21.256137995646085,0.31805856988172837,24.280267475952737,1,11.0
1.31,2124.35,11.2297879351331,18.305834725916164,1.6922823451879403,68.7720949937628,0,34.0
2.12,2339.64,31.35653348378383,63.17553127831632,0.0,5.467935237899849,0,48.0
1.67,88279.56,3.867305183668791,49.60921871382232,2.482318670369449,44.04115743213944,0,25.0
0.65,1772501.55,49.77534265061714,20.463428085577696,5.4903021100320055,24.27092715377315,1,11.0
1.17,6336.78,6.618819021648219,39.824958417366545,0.0,53.55622256098523,0,26.0
1.54,61352.25,5.33315404080535,63.04541398237228,0.03911836974194101,31.582313607080426,1,49.0
1.01,98865.51,8.239071441597783,63.117319680038065,4.592450896171982,24.051157982192173,1,23.0
0.77,2740587.86,0.9627208229697114,83.32027056414096,0.7893748022367727,14.92763381065258,1,28.0
1.62,73160.65,5.606483813361418,29.614061657462038,0.07908623009773696,64.70036829907882,0,35.0
0.77,14724.39,1.6736177186287515,18.7428477512481,0.0,79.58353453012316,0,39.0
1.56,3603.85,10.954118512146731,0.1589966286055191,0.0,88.88688485924774,0,27.0
1.43,3529.44,0.33008069268779183,7.405990752073984,0.0,92.26392855523822,0,0.0
1.31,5328958.01,34.85944224957404,29.185282133607952,2.694466530427775,33.26080908639023,1,6.0
1.19,347563.11,49.05496443509209,25.120911134671342,0.02400715081643734,25.80011727942013,1,31.0
1.68,6797.74,26.12941948353423,45.25974809274847,0.0,28.610832423717298,0,21.0
1.51,550948.58,1.245181537630971,74.93272239670715,0.6178289814269057,23.204267084234978,1,4.0
2.06,12549.97,9.267193467394744,67.78295087557979,0.012669352994469309,22.937186304031005,0,41.0
0.96,189470.19,67.71181260756639,5.481490254482776,5.546086167961303,21.260610969989525,1,26.0
1.4,1858065.15,22.67388256003833,39.24797470099474,1.7846963008805155,36.29344643808642,1,25.0
1.51,12174.58,8.062618997944899,0.11992200141606527,0.0,91.81745900063903,0,34.0
0.97,201797.82,60.19540746277636,12.450684551498128,5.353997382132274,21.999910603593236,1,26.0
2.45,3332.02,9.981332645062153,30.230910978925696,0.0,59.78775637601215,0,20.0
2.09,600153.2,25.23041783331323,60.1357253447953,0.9216596695643713,13.712197152327107,1,42.0
1.21,5498650.28,2.447079976870251,75.35854726152907,0.18587870621951974,22.00849405538117,1,29.0
2.01,59523.55,10.826891205245655,35.64747062297191,0.0,53.52563817178243,0,22.0
0.85,30449.23,2.8698262649006234,55.54734881637402,0.0,41.582824918725365,0,26.0
1.23,657741.34,7.593738900461997,59.804603432711104,6.169002544374055,26.432655122452847,1,2.0
1.57,39048.27,0.004276757971607961,0.4546424207781805,0.0,99.54108082125022,0,30.0
1.66,21170.11,14.369835584227006,16.950596855661118,0.0,68.67956756011188,0,53.0
1.44,77668.0,21.95355873718906,46.240292012154306,0.11399804295205233,31.69215120770459,1,47.0
1.07,2837626.92,11.973915513882988,55.201989696376295,10.429200819676463,22.394893970064256,1,15.0
1.51,70783.8,51.268270423458475,4.421209372766085,9.976223373144702,34.334296830630734,1,3.0
1.04,1357393.34,1.74375542464353,81.58772239150665,0.06848199210996571,16.60004019173985,1,28.0
1.31,10467.48,9.250172916499483,27.491239534252752,3.5822375586100956,59.67634999063767,0,44.0
2.76,3238.28,11.696023815111726,81.91570833899476,0.0,6.388267845893498,0,21.0
2.04,2719.24,0.7844103499507215,9.152189582383313,0.0,90.06340006766597,0,0.0
1.23,817870.17,6.613250120126033,69.57620425256492,13.352382077952543,10.458163549356495,1,8.0
0.75,6234006.44,62.079557620732906,23.73317086274938,1.7020652933428793,12.485206223174835,1,45.0
1.73,559978.64,11.541606301268919,55.66066769975369,5.099871309377086,27.697854689600305,1,2.0
1.57,432564.12,2.1693200074014465,76.33834724895814,5.182207437824478,16.310125305815934,1,30.0
1.11,235546.11,32.59031957691851,41.409671337811524,4.726649911560841,21.27335917370913,1,38.0
2.23,6865.93,12.447403337930913,38.72483407200482,0.0,48.827762590064275,0,32.0
1.16,2580705.47,55.14290206855724,18.521127480696197,1.3761644020539856,24.959806048692563,1,46.0
1.2,176103.25,32.47952550563377,33.26395736592028,1.2402951109647322,33.016222017481226,1,38.0
1.27,456755.06,39.65372381424741,47.71831318081074,2.3322193737711414,10.295743631170721,1,40.0
2.09,11380.2,0.30394896399008803,23.0217395124866,0.012302068504947188,76.66200945501836,0,17.0
1.91,29054.81,32.0449866992763,26.92879423407002,2.8970418323162326,38.12917723433745,0,46.0
1.12,32688.03,33.70591620235297,1.3000477544838278,0.0,64.9940360431632,0,11.0
1.35,5054.8,36.91679196011711,22.417504154467043,0.0,40.665703885415844,0,48.0
1.64,27024.28,21.162746981603213,3.356130117065099,0.2778982455776805,75.20322465575401,0,12.0
0.99,885661.32,43.24211087823052,23.58340319073661,1.2014287809249704,31.973057150107902,1,33.0
1.31,77692.93,11.231202118390954,37.46900779774943,0.05840943313632271,51.241380650723315,0,22.0
1.85,3024.12,0.2800814782482177,30.835416583997993,0.0,68.8845019377538,0,4.0
1.87,3639.23,2.2106324689563452,17.68588410185671,0.10359334254773675,79.99989008663921,0,20.0
1.07,489802.88,1.0029279533840225,79.64448677802793,1.2020590814002565,18.150526187187793,1,4.0
1.47,12521.46,0.0,1.5939035863230009,0.0,98.406096413677,0,30.0
2.2,13745.4,16.272207429394562,66.06050024008032,0.4961659900766803,17.17112634044844,0,28.0
1.24,179277.41,52.29152406876025,21.97912720849771,0.056186666239767744,25.673162056502267,1,48.0
1.95,16843.53,4.8977263079651365,53.99711343168564,4.038939580954824,37.066220679394405,0,2.0
0.99,78599.85,46.86745585392338,2.521951377769805,7.529912588891709,43.08068017941509,1,3.0
0.96,500795.57,32.67000944117776,24.569228917100844,0.007859494444010358,42.75290214727738,1,50.0
1.55,13506.32,30.400804956494436,42.81380864661877,0.0,26.78538639688679,0,53.0
1.59,4235.48,4.33669855600782,46.923135040184356,9.389962884962271,39.35020351884557,0,37.0
1.19,44588.87,25.04295354423649,0.03621980104003532,0.0,74.92082665472347,0,18.0
1.32,10961.82,4.893165550976024,54.01210747850266,3.945330246254728,37.149396724266595,0,2.0
1.99,4921.37,33.977530646954,57.73453327020728,0.0,8.287936082838723,0,21.0
0.83,6351400.69,52.765252478504856,20.18124131292998,5.589983333266917,21.463522875298235,1,45.0
1.13,4713935.35,2.600412837651666,73.40652094433158,2.3601291010492966,21.63293711696746,1,29.0
1.07,2198408.92,14.49509220513898,54.558827026593406,11.3181272936247,19.627953474642926,1,15.0
1.08,788025.06,6.85096359752823,70.16350977467646,5.075350014884044,17.910176612911265,1,2.0
0.75,1080538.36,44.50598866291059,21.889571787159873,1.2558415788218753,32.348597971107665,1,33.0
1.66,29171.54,27.16047901482061,69.77948370226598,0.0403475442160407,3.019689738697374,0,36.0
1.61,25501.3,0.0743099371404595,5.15879582609514,0.0,94.76689423676441,0,4.0
1.88,21338.43,0.18656480350241325,6.351919986615698,0.0,93.4615152098819,0,4.0
1.05,874349.55,16.50293409540841,51.96785999375192,21.47812851278988,10.051077398049785,1,8.0
0.86,4912068.04,51.76872244627947,31.306191963904475,5.039411261901005,11.885674327915051,1,45.0
1.57,3722.76,9.485166919167499,0.0,0.0,90.5148330808325,0,27.0
1.26,55979.78,2.1155317152014534,85.86670044076628,0.0779031285939316,11.939864715438324,1,0.0
0.98,9215.63,0.8226241721944133,26.02361422930391,0.0,73.15376159850167,0,39.0
1.69,8687.85,1.5720805492728351,15.314951340089895,0.0,83.02169121244036,0,19.0
1.67,1545.79,3.5088854242814356,13.34980818869316,0.0,83.14130638702541,0,0.0
2.33,5131.43,0.6871378933357758,71.27954585758745,0.2430121817894817,27.790304067287288,0,17.0
1.26,485945.76,10.947592175719365,66.40570750118285,5.607121667241216,17.039578655856573,1,30.0
1.32,11583.26,21.96609590046325,50.454276257288534,0.0,27.57962784224821,0,13.0
1.11,653100.77,20.756369648745018,31.153703891667433,0.10265184651367047,47.98727461307388,1,43.0
1.87,761.86,3.8143490930092137,70.84241199170451,0.0,25.343238915286275,0,14.0
1.26,4772.79,1.5200752599632499,40.140253394764905,0.0,58.33967134527184,0,19.0
0.86,106278.64,2.151034300024916,58.62794254800401,6.433748117213393,32.78727503475769,1,23.0
1.85,17974.51,7.64143222819426,36.7772473352542,1.1287094891599272,54.45261094739162,0,2.0
1.31,326142.89,42.15540311180783,23.571438273573893,1.2504948367876423,33.02266377783063,1,44.0
1.6,92774.61,2.514653524277817,77.64317198423146,0.15151774822874492,19.69065674326198,1,0.0
1.41,541671.24,4.3350907831104335,70.49123929858267,1.8877169849372104,23.285952933369693,1,4.0
1.54,5082.89,16.929542051864193,3.4387917110147965,0.0,79.631666237121,0,34.0
0.77,1020856.87,61.30281319456664,29.36743326221628,1.2398378628729805,8.089915680344102,1,11.0
1.22,4361.66,0.0602981433674335,0.5126488538767351,0.0,99.42705300275584,0,24.0
2.27,4582.72,16.553706095943017,75.9234690314922,0.24897877243209274,7.273846100132671,0,53.0
0.98,52575.07,27.92635368816437,4.389285644317735,0.06409882098112281,67.62026184653678,0,12.0
1.59,4436.79,19.67007678975115,80.32992321024885,0.0,0.0,0,47.0
1.8,7836.65,28.002909406442804,38.039340789750725,0.331391602279035,33.62635820152744,0,53.0
1.73,2026.74,46.09274006532658,0.29061448434431647,0.0,53.6166454503291,0,50.0
0.84,276051.64,7.0435661965275775,52.902293933120625,1.939220502366876,38.11491936798492,1,19.0
2.31,1841.09,2.944451384777496,25.19051214226355,0.4578809292321397,71.40715554372682,0,20.0
1.55,1755.38,0.15096446353496107,65.64561519443083,0.0,34.2034203420342,0,3.0
1.09,1170444.52,14.893946446944788,65.82654767780022,2.5078215582571994,16.771684316997785,1,2.0
0.93,168035.39,1.073422687923062,55.710722604327565,13.701560129684587,29.51429457806477,1,19.0
1.01,562462.33,77.58349079128553,9.720718541275467,0.15086343649004902,12.544927230948963,1,1.0
2.08,174251.28,18.329546847518134,14.777234348005939,0.09345125040114484,66.79976755407479,0,52.0
1.76,4404.15,2.0226377394048796,11.830432660104675,0.0,86.14692960049045,0,24.0
0.95,539642.66,54.52511667628352,7.803213704416918,0.02290960466320435,37.648760014636345,1,1.0
0.84,1270739.69,49.27576551890026,39.78540561678687,0.7724367214814861,10.166392142831395,1,11.0
1.7,145552.03,5.280688974245154,42.37693558791313,0.6040932579229572,51.73828217991875,1,19.0
2.02,15438.68,19.352107822689504,71.87699984713718,0.1532514437762814,8.617640886397023,0,28.0
1.59,7485.47,1.7216019835761815,37.73149848974079,6.915664614245999,53.63123491243703,0,7.0
1.88,5076.62,39.71618911795643,56.086530014064486,0.0,4.197280867979089,0,1.0
1.49,406008.95,53.98211295588434,8.856671755634943,0.22027839534079235,36.94093689313992,1,1.0
1.01,503791.72,76.42597024024134,9.337205859596105,0.8439479711973036,13.392875928965248,1,1.0
1.55,3520.47,0.4953883998443391,3.5813399915352213,0.0,95.92327160862044,0,5.0
1.31,21376.32,10.111094893789016,26.41516406940016,0.05538839238933549,63.418352644421496,0,53.0
1.31,1240608.2,1.2442840535795265,73.535913272216,0.13585352732635494,25.08394914687812,1,28.0
1.11,518209.0,48.608958933557695,6.120889448079829,0.26977532231204016,45.00037629605044,1,1.0
1.01,297481.36,62.26465080030561,3.0931854015996163,5.05938590572532,29.58277789236946,1,27.0
1.37,453622.9,32.980541767181506,52.88850717192628,2.8781086669125386,11.25284239397967,1,40.0
1.18,908661.83,7.00041730596299,61.71052986786075,5.481523307741452,25.80752951843482,1,2.0
1.45,8962.28,9.522242108035007,72.27468903002361,0.0,18.20306886194138,0,13.0
1.76,4269.61,5.103276411662892,75.57481830893221,2.3674293436637073,16.954475935741204,0,26.0
1.56,2380544.44,22.591016196278197,43.10441522360322,0.8449777144256966,33.459590865692896,1,25.0
1.1,158110.68,78.24424637222482,16.428536010344146,0.0009297284661605402,5.32628788896487,0,6.0
1.58,2373.09,60.58303730579119,30.146349274574497,0.0,9.270613419634316,0,14.0
1.12,222849.89,21.124865711174458,31.873571936696937,31.10305775784767,15.898504594280933,1,37.0
1.11,770661.72,6.446312138093482,60.33541928097843,19.910367417756262,13.307901163171826,1,8.0
1.23,422281.05,40.54530507584937,16.06141928462099,0.03934346568476137,43.35393217384488,1,1.0
0.95,216119.35,46.753152829674896,31.691058667352085,2.2870279778279916,19.268760525145016,1,21.0
1.04,10825.69,13.34381457440588,5.199945684755428,0.0,81.4562397408387,0,48.0
